"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"MooseFactory","51.24","-80.76","9","America/Toronto","5","71836","6075425"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"ptb","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"pte","hour","precipitation",NA,"hh:mm","sub-daily","historical","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","p","pr","ptb","pte","sd","ta","ta_mean","tb","Tn","w","ww"
1861-01-06,NA,NA,NA,NA,NA,NA,NA,NA,-28.52,NA,NA,NA,NA
1861-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-35.56,NA,NA
1861-01-06 07:00:00,-6.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 07:00:00,NA,NA,1024.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,-32.78,NA,NA,NA,NA,NA
1861-01-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-01-06 14:00:00,18.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 14:00:00,NA,NA,1027.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,-25.56,NA,NA,NA,NA,NA
1861-01-06 21:00:00,20.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 21:00:00,NA,NA,1027.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-06 21:00:00,NA,NA,NA,NA,NA,NA,NA,-28.33,NA,NA,NA,NA,NA
1861-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1861-01-07,NA,NA,NA,NA,NA,NA,NA,NA,-34.07,NA,NA,NA,NA
1861-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-41.11,NA,NA
1861-01-07 07:00:00,-7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 07:00:00,NA,NA,1023.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 07:00:00,NA,NA,NA,NA,NA,NA,NA,-38.33,NA,NA,NA,NA,NA
1861-01-07 14:00:00,22.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 14:00:00,NA,NA,1024.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 14:00:00,NA,NA,NA,NA,NA,NA,NA,-27.78,NA,NA,NA,NA,NA
1861-01-07 21:00:00,14.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 21:00:00,NA,NA,1025.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-07 21:00:00,NA,NA,NA,NA,NA,NA,NA,-36.11,NA,NA,NA,NA,NA
1861-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08,NA,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1861-01-08,NA,NA,NA,NA,NA,NA,NA,NA,-30.18,NA,NA,NA,NA
1861-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.78,NA,NA
1861-01-08 07:00:00,-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 07:00:00,NA,NA,1024.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 07:00:00,NA,NA,NA,NA,NA,NA,NA,-38.89,NA,NA,NA,NA,NA
1861-01-08 14:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 14:00:00,NA,NA,1025.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 14:00:00,NA,NA,NA,NA,NA,NA,NA,-25.56,NA,NA,NA,NA,NA
1861-01-08 21:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 21:00:00,NA,202.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 21:00:00,NA,NA,1020.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,-26.11,NA,NA,NA,NA,NA
1861-01-08 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09,NA,NA,NA,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1861-01-09,NA,NA,NA,NA,NA,NA,NA,NA,-18.89,NA,NA,NA,NA
1861-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-28.89,NA,NA
1861-01-09 07:00:00,-3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 07:00:00,NA,202.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 07:00:00,NA,NA,1005.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,-17.22,NA,NA,NA,NA,NA
1861-01-09 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-01-09 14:00:00,21.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 14:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 14:00:00,NA,NA,1002.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-01-09 21:00:00,16.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 21:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 21:00:00,NA,NA,1006.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-09 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1861-01-10,NA,NA,NA,NA,NA,NA,NA,NA,-34.91,NA,NA,NA,NA
1861-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-42.22,NA,NA
1861-01-10 07:00:00,-8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 07:00:00,NA,NA,1009.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,-37.22,NA,NA,NA,NA,NA
1861-01-10 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-01-10 14:00:00,21.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 14:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-01-10 21:00:00,17.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 21:00:00,NA,NA,1020.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-10 21:00:00,NA,NA,NA,NA,NA,NA,NA,-36.11,NA,NA,NA,NA,NA
1861-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1861-01-11,NA,NA,NA,NA,NA,NA,NA,NA,-33.61,NA,NA,NA,NA
1861-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-39.44,NA,NA
1861-01-11 07:00:00,-11.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 07:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 07:00:00,NA,NA,1018.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-01-11 14:00:00,20.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 14:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 14:00:00,NA,NA,1019.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,-28.89,NA,NA,NA,NA,NA
1861-01-11 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-01-11 21:00:00,21.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1861-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 21:00:00,NA,NA,1020.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,-32.78,NA,NA,NA,NA,NA
1861-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1861-01-12,NA,NA,NA,NA,NA,NA,NA,NA,-30.28,NA,NA,NA,NA
1861-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.22,NA,NA
1861-01-12 07:00:00,-11.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 07:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 07:00:00,NA,NA,1018.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,-35.56,NA,NA,NA,NA,NA
1861-01-12 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-01-12 14:00:00,23.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 14:00:00,NA,247.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 14:00:00,NA,NA,1023.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,-26.67,NA,NA,NA,NA,NA
1861-01-12 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-01-12 21:00:00,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 21:00:00,NA,247.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 21:00:00,NA,NA,1024.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-12 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1861-01-13,NA,NA,NA,NA,NA,NA,NA,NA,-15.47,NA,NA,NA,NA
1861-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA
1861-01-13 07:00:00,-8.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 07:00:00,NA,202.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 07:00:00,NA,NA,1019.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,-24.44,NA,NA,NA,NA,NA
1861-01-13 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-01-13 14:00:00,20.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 14:00:00,NA,202.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 14:00:00,NA,NA,1015.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-01-13 21:00:00,18.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 21:00:00,NA,202.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 21:00:00,NA,NA,1012.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA,NA,NA
1861-01-13 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA
1861-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA snow"
1861-01-14,NA,NA,NA,NA,NA,NA,NA,NA,-9.63,NA,NA,NA,NA
1861-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.89,NA,NA
1861-01-14 07:00:00,1.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 07:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 07:00:00,NA,NA,1010.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,NA,NA
1861-01-14 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-01-14 14:00:00,20.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 14:00:00,NA,337.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 14:00:00,NA,NA,1017.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,-8.33,NA,NA,NA,NA,NA
1861-01-14 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
1861-01-14 21:00:00,21.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 21:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 21:00:00,NA,NA,1024.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA,NA,NA,NA
1861-01-14 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA
1861-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA empty"
1861-01-15,NA,NA,NA,NA,NA,NA,NA,NA,-21.29,NA,NA,NA,NA
1861-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-32.22,NA,NA
1861-01-15 07:00:00,-0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1861-01-15 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
