"stationName","latitude","longitude","elevation","timeZone","UTCoffset","WMOID","MSCID"
"Quebec","46.81","-71.22","80.8","America/Montreal","5","71714","7016293"
"Short_Name","What","Material","Error","Units","Seasonality","Data_Type","Detail","Method","Data_Format","Additional_Information"
"atb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"dd","wind direction","atmospheric material",NA,"degrees","sub-daily","historical","original_observation","field method","n",NA
"e","specific humidity","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"p","surface pressure","atmospheric material",NA,"hPa","sub-daily","instrumental","original_observation","field method","n",NA
"pr","precipitation","precipitation",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"rh","relative humidity","atmospheric material",NA,"%","sub-daily","instrumental","original_observation","field method","n",NA
"rr","precipitation","atmospheric material",NA,"mm","sub-daily","instrumental","original_observation","field method","n",NA
"sd","snowfall","precipitation",NA,"cm","sub-daily","instrumental","original_observation","field method","n",NA
"ta","air temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"ta_mean","air temperature","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"ta_range","air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tb","humidity","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"tb_mean","humidity","atmospheric material",NA,"C","daily","instrumental","mean","computational method","n",NA
"tbn","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"tbx","humidity","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"td","hydroclimatic variable","atmospheric material",NA,"C","sub-daily","instrumental","calculated","computational method","n",NA
"tdb","temperature","atmospheric material",NA,"C","sub-daily","instrumental","original_observation","field method","n",NA
"Tn","minimum surface temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Tx","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"Txs","maximum air temperature","atmospheric material",NA,"C","daily","instrumental","original_observation","field method","n",NA
"w","wind speed","atmospheric material",NA,"mps","sub-daily","instrumental","original_observation","field method","n",NA
"ww","weather","atmospheric material",NA,"synop","sub-daily","historical","original_observation","field method","c",NA
"ObservationDate","atb","dd","e","p","pr","rh","rr","sd","ta","ta_mean","ta_range","tb","tb_mean","tbn","tbx","td","tdb","Tn","Tx","Txs","w","ww"
1859-01-17 07:00:00,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA
1859-01-17 09:00:00,-0.56,270,4.23,1010.84,NA,NA,NA,NA,NA,NA,NA,-7.22,NA,NA,NA,-7.22,-7.22,NA,NA,NA,0,NA
1859-01-17 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-17 14:00:00,0,NA,4.37,1014.22,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-17 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,-6.67,-6.67,NA,NA,NA,0,NA
1859-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.67,NA,NA,-10,-18.89,-1.11,NA,NA,-20.56,-2.78,NA,NA,"empty"
1859-01-18 07:00:00,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA
1859-01-18 09:00:00,-0.56,270,1.08,1015.92,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA,NA,-17.56,-16.11,NA,NA,NA,0,NA
1859-01-18 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-18 14:00:00,0,NA,1.93,1014.9,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-18 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.44,NA,NA,NA,-14.44,-14.44,NA,NA,NA,7.9,NA
1859-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.67,NA,NA,-9.44,-17.22,-1.67,NA,NA,-18.89,-4.44,NA,NA,"empty"
1859-01-19 07:00:00,NA,NA,NA,NA,NA,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA
1859-01-19 09:00:00,0,225,2.98,1014.22,NA,NA,NA,NA,NA,NA,NA,-8.33,NA,NA,NA,-12.5,-7.78,NA,NA,NA,7.9,NA
1859-01-19 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-19 14:00:00,1.11,NA,4.37,1015.37,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-19 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,-6.67,-6.67,NA,NA,NA,0,NA
1859-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,-5.28,-8.33,-2.22,NA,NA,-9.44,-2.78,NA,NA,"empty"
1859-01-20 07:00:00,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA
1859-01-20 09:00:00,1.67,270,4.74,1015.24,NA,NA,NA,NA,NA,NA,NA,-3.33,NA,NA,NA,-6.11,-2.78,NA,NA,NA,0,NA
1859-01-20 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-20 14:00:00,2.78,NA,7.11,1009.99,NA,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-20 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA,NA,0.83,2.22,NA,NA,NA,0,NA
1859-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,3.61,2.78,4.44,NA,NA,-3.89,4.44,NA,NA,"rain"
1859-01-21 07:00:00,NA,NA,NA,NA,NA,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.44,NA,NA
1859-01-21 09:00:00,4.44,157.5,7.25,999.66,15.24,NA,NA,NA,NA,NA,NA,2.78,NA,NA,NA,1.11,3.89,NA,NA,NA,0,",ra"
1859-01-21 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-21 14:00:00,6.11,NA,6.16,998.98,NA,76.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-21 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,-1.39,2.78,NA,NA,NA,7.9,NA
1859-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,NA,NA,-1.67,-7.22,3.89,NA,NA,-7.22,3.89,NA,NA,"snow"
1859-01-22 07:00:00,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA
1859-01-22 09:00:00,6.11,315,4.23,1007.11,7.62,NA,NA,NA,NA,NA,NA,-7.22,NA,NA,NA,-7.22,-7.22,NA,NA,NA,0,",sn"
1859-01-22 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-22 14:00:00,7.22,NA,4.37,1005.55,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-22 15:00:00,NA,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,-6.67,-6.67,NA,NA,NA,0,NA
1859-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"empty"
1859-01-23 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-23 09:00:00,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1859-01-23 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-23 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-23 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1859-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.89,NA,NA,-10.28,-20.56,0,NA,NA,-23.33,-4.44,NA,NA,"empty"
1859-01-24 07:00:00,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.44,NA,NA
1859-01-24 09:00:00,-2.78,225,1.76,1022.69,NA,NA,NA,NA,NA,NA,NA,-15.56,NA,NA,NA,-15.56,-15.56,NA,NA,NA,7.9,NA
1859-01-24 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-24 14:00:00,-1.11,NA,2.84,1020.25,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-24 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA,NA,-13.06,-8.33,NA,NA,NA,0,NA
1859-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10,NA,NA,-7.5,-15,0,NA,NA,-16.11,-3.89,NA,NA,"empty"
1859-01-25 07:00:00,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.56,NA,NA
1859-01-25 09:00:00,0.56,225,5.25,1032.85,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,-3.89,-3.89,NA,NA,NA,0,NA
1859-01-25 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-25 14:00:00,2.22,NA,5.42,1015.58,NA,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-25 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA,NA,-3.44,0,NA,NA,NA,0,NA
1859-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,NA,NA,-2.22,-5.56,1.11,NA,NA,-6.11,2.22,NA,NA,"empty"
1859-01-26 07:00:00,NA,NA,NA,NA,NA,80.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA
1859-01-26 09:00:00,3.89,180,4.37,1014.36,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,NA,-6.72,-3.33,NA,NA,NA,0,NA
1859-01-26 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-26 14:00:00,4.44,NA,7.01,1014.22,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-26 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,0.56,0.56,NA,NA,NA,0,NA
1859-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.17,NA,NA,-6.67,-12.78,-0.56,NA,NA,-12.22,-6.11,NA,NA,"empty"
1859-01-27 07:00:00,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA
1859-01-27 09:00:00,5,135,4.37,1024.38,NA,NA,NA,NA,NA,NA,NA,-6.67,NA,NA,NA,-6.67,-6.67,NA,NA,NA,0,NA
1859-01-27 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-27 14:00:00,7.22,NA,4.06,1024.38,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-27 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,NA,-7.78,-7.78,NA,NA,NA,0,NA
1859-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.5,NA,NA,-5.56,-11.11,0,NA,NA,-12.22,-2.78,NA,NA,"empty"
1859-01-28 07:00:00,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA
1859-01-28 09:00:00,3.89,45,3.25,1041.04,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA,NA,-11.11,-11.11,NA,NA,NA,8.84,NA
1859-01-28 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-28 14:00:00,4.44,NA,2.84,1015.92,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-28 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA,NA,-13.06,-8.33,NA,NA,NA,0,NA
1859-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,NA,NA,-3.61,-6.67,0.56,NA,NA,-5,1.11,NA,NA,"empty"
1859-01-29 07:00:00,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA
1859-01-29 09:00:00,3.33,45,2.84,1014.22,NA,NA,NA,NA,NA,NA,NA,-8.89,NA,NA,NA,-13.06,-8.33,NA,NA,NA,0,NA
1859-01-29 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-29 14:00:00,5,NA,4.54,1013.88,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-29 15:00:00,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,NA,-6.11,-6.11,NA,NA,NA,7.9,NA
1859-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"empty"
1859-01-30 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-30 09:00:00,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1859-01-30 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-30 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-30 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1859-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.39,NA,NA,-8.06,-16.67,0.56,NA,NA,-18.89,-3.89,NA,NA,"empty"
1859-01-31 07:00:00,NA,NA,NA,NA,NA,72.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA
1859-01-31 09:00:00,-1.11,270,2.54,1019.03,NA,NA,NA,NA,NA,NA,NA,-10.56,NA,NA,NA,-14.72,-10,NA,NA,NA,7.9,NA
1859-01-31 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-31 14:00:00,1.67,NA,3.66,1015.24,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-01-31 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA,-9.44,-9.44,NA,NA,NA,0,NA
1859-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.28,NA,NA,-10,-14.44,-5.56,NA,NA,-15.56,-5,NA,NA,"snow"
1859-02-01 07:00:00,NA,NA,NA,NA,NA,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89,NA,NA
1859-02-01 09:00:00,-0.56,225,0.81,1013.38,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,NA,-21.94,-7.78,NA,NA,NA,7.9,NA
1859-02-01 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-01 14:00:00,2.78,NA,3.18,1014.22,NA,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-01 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.22,NA,NA,NA,-11.39,-6.67,NA,NA,NA,0,",sn"
1859-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.39,NA,NA,-6.11,-12.22,0,NA,NA,-13.89,1.11,NA,NA,"empty"
1859-02-02 07:00:00,NA,NA,NA,NA,NA,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.78,NA,NA
1859-02-02 09:00:00,2.78,225,1.49,998.98,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA,-20.56,-11.11,NA,NA,NA,7.9,NA
1859-02-02 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-02 14:00:00,3.33,NA,0.41,1001.02,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-02 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.11,NA,NA,NA,-27.78,-8.89,NA,NA,NA,0,NA
1859-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.56,NA,NA,-11.11,-15.56,-6.67,NA,NA,-15,-6.11,NA,NA,"snow"
1859-02-03 07:00:00,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA
1859-02-03 09:00:00,3.33,135,1.42,1007.55,NA,NA,NA,NA,NA,NA,NA,-13.89,NA,NA,NA,NA,-13.33,NA,NA,NA,0,NA
1859-02-03 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-03 14:00:00,3.33,NA,2.2,1013.34,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-03 15:00:00,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA,NA,-12.78,-12.78,NA,NA,NA,7.9,",sn"
1859-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.44,NA,NA,-9.72,-13.33,-6.11,NA,NA,-13.33,-5.56,NA,NA,"empty"
1859-02-04 07:00:00,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,NA,NA
1859-02-04 09:00:00,3.89,225,3.15,1010.16,NA,NA,NA,NA,NA,NA,NA,-11.67,NA,NA,NA,-11.67,-11.67,NA,NA,NA,0,NA
1859-02-04 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-04 14:00:00,2.78,NA,0.64,1014.26,NA,20.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-04 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA,-24.72,-10.56,NA,NA,NA,0,NA
1859-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.39,NA,NA,-12.22,-17.22,-7.22,NA,NA,-16.11,-6.67,NA,NA,"empty"
1859-02-05 07:00:00,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67,NA,NA
1859-02-05 09:00:00,3.89,225,1.49,1011.04,NA,NA,NA,NA,NA,NA,NA,-13.33,NA,NA,NA,NA,-12.78,NA,NA,NA,12.5,NA
1859-02-05 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-05 14:00:00,2.22,NA,2.2,1015.07,NA,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-05 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA,NA,-16.94,-12.22,NA,NA,NA,0,NA
1859-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"empty"
1859-02-06 07:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-06 09:00:00,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1859-02-06 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-06 14:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-06 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
1859-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.83,NA,NA,-11.11,-18.33,-3.89,NA,NA,-18.33,-3.33,NA,NA,"empty"
1859-02-07 07:00:00,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33,NA,NA
1859-02-07 09:00:00,0,225,2.1,1016.93,NA,NA,NA,NA,NA,NA,NA,-12.78,NA,NA,NA,NA,-13.33,NA,NA,NA,0,NA
1859-02-07 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-07 14:00:00,1.11,NA,4.06,1017.14,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-07 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.78,NA,NA,NA,-7.78,-7.78,NA,NA,NA,0,NA
1859-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.56,NA,NA,-11.11,-18.33,-3.89,NA,NA,-17.78,-3.33,NA,NA,"empty"
1859-02-08 07:00:00,NA,NA,NA,NA,NA,72.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.22,NA,NA
1859-02-08 09:00:00,0.56,225,2.98,1016.8,0,NA,NA,NA,NA,NA,NA,-8.33,NA,NA,NA,-12.5,-7.78,NA,NA,NA,0,NA
1859-02-08 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-08 14:00:00,2.78,NA,4.88,1014.22,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-08 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,-5,-5,NA,NA,NA,0,NA
1859-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89,NA,NA,-3.33,-6.67,0,NA,NA,-6.11,-1.67,NA,NA,"snow"
1859-02-09 07:00:00,NA,NA,NA,NA,NA,83.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44,NA,NA
1859-02-09 09:00:00,3.33,0,4.88,1001.96,NA,NA,NA,NA,NA,NA,NA,-2.78,NA,NA,NA,-5.06,-2.22,NA,NA,NA,0,NA
1859-02-09 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-09 14:00:00,5,NA,7.25,998.98,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-09 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,NA,NA,NA,1.11,1.11,NA,NA,NA,0,",sn"
1859-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.11,NA,NA,-6.67,-13.89,0.56,NA,NA,-13.33,1.11,NA,NA,"empty"
1859-02-10 07:00:00,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44,NA,NA
1859-02-10 09:00:00,3.89,270,3.15,999.66,NA,NA,NA,NA,NA,NA,NA,-11.67,NA,NA,NA,-11.67,-11.67,NA,NA,NA,3.06,NA
1859-02-10 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-10 14:00:00,4.44,NA,2.1,1001.96,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-10 15:00:00,NA,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,-12.22,NA,NA,NA,NA,-13.33,NA,NA,NA,7.9,NA
1859-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.83,NA,NA,-11.67,-23.33,0,NA,NA,-23.89,-7.78,NA,NA,"empty"
1859-02-11 07:00:00,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,NA,NA
1859-02-11 09:00:00,0.56,225,1.32,1017,NA,NA,NA,NA,NA,NA,NA,-16.67,NA,NA,NA,NA,-18.89,NA,NA,NA,8.84,NA
1859-02-11 12:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-11 14:00:00,0.56,NA,1.69,1016.73,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1859-02-11 15:00:00,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA,NA,-16.11,NA,NA,NA,8.84,NA
